"source","source_text","target","target_text"
"iahperson_00000287","michael gerhardt","sh0000503","constitutional law"
"iahperson_00000291","michael lambert ","sh0000103","african studies"
"iahperson_00000291","michael lambert ","sh0000104","west africa"
"iahperson_00000291","michael lambert ","sh0000266","ethnography"
"iahperson_00000291","michael lambert ","sh0000309","human-animal relations"
"iahperson_00000291","michael lambert ","sh0000522","conflict"
"iahperson_00000291","michael lambert ","sh0000622","ethnography of africa"
"iahperson_00000292","michael lienesch","sh0000440","religious studies"
"iahperson_00000292","michael lienesch","sh0000441","religion and politics"
"iahperson_00000292","michael lienesch","sh0000512","american studies"
"iahperson_00000292","michael lienesch","sh0000595","history of political thought"
"iahperson_00000293","michael mcfee","sh0000224","creative writing"
"iahperson_00000293","michael mcfee","sh0000263","essay"
"iahperson_00000293","michael mcfee","sh0000417","poetry"
"iahperson_00000294","michael tsin","sh0000140","asian studies"
"iahperson_00000294","michael tsin","sh0000170","global capitalism"
"iahperson_00000294","michael tsin","sh0000182","china"
"iahperson_00000294","michael tsin","sh0000312","identity formation"
"iahperson_00000294","michael tsin","sh0000312","identity"
"iahperson_00000294","michael tsin","sh0000313","colonialism"
"iahperson_00000294","michael tsin","sh0000397","19th century"
"iahperson_00000294","michael tsin","sh0000499","20th century"
"iahperson_00000294","michael tsin","sh0000572","global capitalism"
"iahperson_00000295","michael waltman","sh0000028","ethnoviolence"
"iahperson_00000295","michael waltman","sh0000208","communication"
"iahperson_00000295","michael waltman","sh0000433","white privilege"
"iahperson_00000295","michael waltman","sh0000529","memory"
"iahperson_00000295","michael waltman","sh0000681","hate crime"
"iahperson_00000295","michael waltman","sh0000685","hate speech"
"iahperson_00000297","michele berger","sh0000190","City planning"
"iahperson_00000297","michele berger","sh0000438","regional planning"
"iahperson_00000297","michele berger","sh0000524","women's studies"
"iahperson_00000297","michele berger","sh0000568","qualitative methods"
"iahperson_00000297","michele berger","sh0000586","hiv/aids activism"
"iahperson_00000297","michele berger","sh0000683","gender"
"iahperson_00000298","michele rivkin-fish","sh0000189","citizenship"
"iahperson_00000298","michele rivkin-fish","sh0000266","ethnography"
"iahperson_00000298","michele rivkin-fish","sh0000303","health"
"iahperson_00000298","michele rivkin-fish","sh0000367","medical anthropology"
"iahperson_00000298","michele rivkin-fish","sh0000369","health care"
"iahperson_00000298","michele rivkin-fish","sh0000370","medicine"
"iahperson_00000298","michele rivkin-fish","sh0000468","state socialism"
"iahperson_00000298","michele rivkin-fish","sh0000480","state"
"iahperson_00000298","michele rivkin-fish","sh0000512","american studies"
"iahperson_00000298","michele rivkin-fish","sh0000524","women's studies"
"iahperson_00000298","michele rivkin-fish","sh0000552","russian studies"
"iahperson_00000298","michele rivkin-fish","sh0000684","social difference"
"iahperson_00000299","miguel la serna","sh0000009","peru"
"iahperson_00000299","miguel la serna","sh0000344","latin american studies"
"iahperson_00000299","miguel la serna","sh0000388","nationalism"
"iahperson_00000299","miguel la serna","sh0000499","20th century"
"iahperson_00000299","miguel la serna","sh0000529","memory"
"iahperson_00000299","miguel la serna","sh0000548","cultural studies"
"iahperson_00000300","milada vachudova","sh0000233","democracy"
"iahperson_00000300","milada vachudova","sh0000272","european studies"
"iahperson_00000300","milada vachudova","sh0000564","democratization"
"iahperson_00000301","minrose gwin","sh0000048","space"
"iahperson_00000301","minrose gwin","sh0000054","american literature to 1900"
"iahperson_00000301","minrose gwin","sh0000075","southern literature"
"iahperson_00000301","minrose gwin","sh0000123","place"
"iahperson_00000301","minrose gwin","sh0000147","memoir"
"iahperson_00000301","minrose gwin","sh0000227","literary criticism"
"iahperson_00000301","minrose gwin","sh0000283","fiction"
"iahperson_00000301","minrose gwin","sh0000307","history"
"iahperson_00000301","minrose gwin","sh0000432","race"
"iahperson_00000301","minrose gwin","sh0000473","american south"
"iahperson_00000301","minrose gwin","sh0000529","memory"
"iahperson_00000301","minrose gwin","sh0000683","gender"
"iahperson_00000302","misha becker","sh0000154","bilingualism"
"iahperson_00000302","misha becker","sh0000179","children"
"iahperson_00000302","misha becker","sh0000297","syntactic theory"
"iahperson_00000302","misha becker","sh0000339","language acquisition"
"iahperson_00000302","misha becker","sh0000342","language revitalization"
"iahperson_00000302","misha becker","sh0000351","learnability theory"
"iahperson_00000302","misha becker","sh0000355","computational modeling of language learning"
"iahperson_00000302","misha becker","sh0000580","specific language impairment"
"iahperson_00000303","molly worthen","sh0000041","conservative christianity"
"iahperson_00000303","molly worthen","sh0000186","global christianity"
"iahperson_00000303","molly worthen","sh0000186","christianity"
"iahperson_00000303","molly worthen","sh0000273","evangelical christianity"
"iahperson_00000303","molly worthen","sh0000321","intellectual history"
"iahperson_00000303","molly worthen","sh0000430","protestantism (from evangelical)"
"iahperson_00000303","molly worthen","sh0000440","religious studies"
"iahperson_00000303","molly worthen","sh0000512","american studies"
"iahperson_00000303","molly worthen","sh0000572","global christianity"
"iahperson_00000304","morgan pitelka","sh0000036","material culture"
"iahperson_00000304","morgan pitelka","sh0000082","japanese studies"
"iahperson_00000304","morgan pitelka","sh0000140","asian studies"
"iahperson_00000304","morgan pitelka","sh0000425","ceramics"
"iahperson_00000304","morgan pitelka","sh0000457","16th century"
"iahperson_00000304","morgan pitelka","sh0000489","tea culture"
"iahperson_00000304","morgan pitelka","sh0000036","Material culture"
"iahperson_00000304","morgan pitelka","sh0000756","Samurai--Social life and customs"
"iahperson_00000304","morgan pitelka","sh0000757","Samurai"
"iahperson_00000306","nadia yaqub","sh0000039","prose"
"iahperson_00000306","nadia yaqub","sh0000091","film"
"iahperson_00000306","nadia yaqub","sh0000195","arab culture"
"iahperson_00000306","nadia yaqub","sh0000283","fiction"
"iahperson_00000306","nadia yaqub","sh0000395","middle east studies"
"iahperson_00000306","nadia yaqub","sh0000520","visual culture"
"iahperson_00000306","nadia yaqub","sh0000524","women's studies"
"iahperson_00000308","nichola lowe","sh0000027","immigration"
"iahperson_00000308","nichola lowe","sh0000243","economic development"
"iahperson_00000308","nichola lowe","sh0000540","labor"
"iahperson_00000310","oswaldo estrada","sh0000009","peru"
"iahperson_00000310","oswaldo estrada","sh0000035","otherness"
"iahperson_00000310","oswaldo estrada","sh0000265","ethnicity"
"iahperson_00000310","oswaldo estrada","sh0000312","identity"
"iahperson_00000310","oswaldo estrada","sh0000313","colonialism"
"iahperson_00000310","oswaldo estrada","sh0000344","latin american studies"
"iahperson_00000310","oswaldo estrada","sh0000424","postmodern"
"iahperson_00000310","oswaldo estrada","sh0000478","spanish"
"iahperson_00000310","oswaldo estrada","sh0000518","violence"
"iahperson_00000310","oswaldo estrada","sh0000529","memory"
"iahperson_00000310","oswaldo estrada","sh0000616","construction of dissident identities"
"iahperson_00000310","oswaldo estrada","sh0000683","gender"
"iahperson_00000310","oswaldo estrada","sh0000683","gender transgression"
"iahperson_00000310","oswaldo estrada","sh0000683","gender formation"
"iahperson_00000312","pam durban","sh0000224","creative writing"
"iahperson_00000312","pam durban","sh0000283","fiction writing"
"iahperson_00000313","pamela conover","sh0000189","citizenship"
"iahperson_00000313","pamela conover","sh0000251","elite"
"iahperson_00000313","pamela conover","sh0000278","feminism"
"iahperson_00000313","pamela conover","sh0000312","identity"
"iahperson_00000313","pamela conover","sh0000420","political psychology"
"iahperson_00000313","pamela conover","sh0000421","political thinking"
"iahperson_00000313","pamela conover","sh0000431","psychology"
"iahperson_00000313","pamela conover","sh0000524","women's studies"
"iahperson_00000314","pamela cooper","sh0000260","british literature from 1900 to the present"
"iahperson_00000314","pamela cooper","sh0000559","poststructuralist theory"
"iahperson_00000314","pamela cooper","sh0000562","post-colonial studies"
"iahperson_00000314","pamela cooper","sh0000562","post-colonial literature and theory"
"iahperson_00000315","pamela lothspeich","sh0000018","india"
"iahperson_00000315","pamela lothspeich","sh0000152","bangla"
"iahperson_00000315","pamela lothspeich","sh0000262","epic"
"iahperson_00000315","pamela lothspeich","sh0000440","religious studies"
"iahperson_00000315","pamela lothspeich","sh0000494","theater"
"iahperson_00000315","pamela lothspeich","sh0000599","hindi"
"iahperson_00000315","pamela lothspeich","sh0000611","text"
"iahperson_00000315","pamela lothspeich","sh0000612","hindi-urdu"
"iahperson_00000316","patricia mcanany","sh0000044","neocapitalism"
"iahperson_00000316","patricia mcanany","sh0000048","archaeological understanding of detachment from place"
"iahperson_00000316","patricia mcanany","sh0000119","ancestor veneration"
"iahperson_00000316","patricia mcanany","sh0000123","place"
"iahperson_00000316","patricia mcanany","sh0000130","archaeological understanding of detachment from place"
"iahperson_00000316","patricia mcanany","sh0000130","archaeology"
"iahperson_00000316","patricia mcanany","sh0000170","cultural logic of noncapitalist economies"
"iahperson_00000316","patricia mcanany","sh0000202","cacao production and use"
"iahperson_00000316","patricia mcanany","sh0000245","economics"
"iahperson_00000316","patricia mcanany","sh0000276","archaeology of mesoamerica"
"iahperson_00000316","patricia mcanany","sh0000312","identity"
"iahperson_00000316","patricia mcanany","sh0000312","identity"
"iahperson_00000316","patricia mcanany","sh0000315","mesoamerica"
"iahperson_00000316","patricia mcanany","sh0000390","indigenous communities"
"iahperson_00000316","patricia mcanany","sh0000452","scientific literature"
"iahperson_00000316","patricia mcanany","sh0000557","cultural heritage"
"iahperson_00000316","patricia mcanany","sh0000683","gender"
"iahperson_00000316","patricia mcanany","sh0000683","gender"
"iahperson_00000317","patricia parker","sh0000110","african american studies"
"iahperson_00000317","patricia parker","sh0000428","empowerment"
"iahperson_00000317","patricia parker","sh0000432","race"
"iahperson_00000317","patricia parker","sh0000461","class"
"iahperson_00000317","patricia parker","sh0000524","women's studies"
"iahperson_00000317","patricia parker","sh0000600","social construction"
"iahperson_00000317","patricia parker","sh0000670","socialization"
"iahperson_00000317","patricia parker","sh0000683","gender"
"iahperson_00000318","patricia sawin","sh0000208","communicative interaction"
"iahperson_00000318","patricia sawin","sh0000280","festive enactments"
"iahperson_00000318","patricia sawin","sh0000285","folklore"
"iahperson_00000318","patricia sawin","sh0000312","identity"
"iahperson_00000318","patricia sawin","sh0000482","storytelling"
"iahperson_00000318","patricia sawin","sh0000512","american studies"
"iahperson_00000318","patricia sawin","sh0000524","women's studies"
"iahperson_00000319","patrick curran","sh0000178","developmental psychopathology"
"iahperson_00000319","patrick curran","sh0000568","quantitative methods"
"iahperson_00000319","patrick curran","sh0000668","social sciences"
"iahperson_00000319","patrick curran","sh0000669","development, evaluation, and application of quantitative methods in the social sciences"
"iahperson_00000320","patrick p. o'neill","sh0000042","literature"
"iahperson_00000320","patrick p. o'neill","sh0000059","anglo-irish literature of the 13/14th century"
"iahperson_00000320","patrick p. o'neill","sh0000121","english literature from its beginnings to 1485"
"iahperson_00000320","patrick p. o'neill","sh0000197","medieval studies"
"iahperson_00000320","patrick p. o'neill","sh0000254","the english language"
"iahperson_00000320","patrick p. o'neill","sh0000256","middle english literature"
"iahperson_00000320","patrick p. o'neill","sh0000298","britain"
"iahperson_00000320","patrick p. o'neill","sh0000325","irish literature"
"iahperson_00000320","patrick p. o'neill","sh0000346","latin"
"iahperson_00000322","perry hall","sh0000106","african american leadership"
"iahperson_00000322","perry hall","sh0000110","african american studies"
"iahperson_00000322","perry hall","sh0000223","cultural production"
"iahperson_00000322","perry hall","sh0000312","identity"
"iahperson_00000322","perry hall","sh0000356","literacy"
"iahperson_00000322","perry hall","sh0000384","popular music"
"iahperson_00000322","perry hall","sh0000432","race"
"iahperson_00000322","perry hall","sh0000461","class"
"iahperson_00000322","perry hall","sh0000553","african american cultural production"
"iahperson_00000322","perry hall","sh0000553","african american popular culture"
"iahperson_00000322","perry hall","sh0000554","hip hop"
"iahperson_00000324","peter coclanis","sh0000089","business history"
"iahperson_00000324","peter coclanis","sh0000140","asian studies"
"iahperson_00000324","peter coclanis","sh0000142","southeast asia"
"iahperson_00000324","peter coclanis","sh0000170","capitalism"
"iahperson_00000324","peter coclanis","sh0000244","economic history"
"iahperson_00000324","peter coclanis","sh0000245","economics"
"iahperson_00000324","peter coclanis","sh0000249","18th century"
"iahperson_00000324","peter coclanis","sh0000397","19th century"
"iahperson_00000324","peter coclanis","sh0000473","american south"
"iahperson_00000324","peter coclanis","sh0000499","20th century"
"iahperson_00000324","peter coclanis","sh0000512","american studies"
"iahperson_00000324","peter coclanis","sh0000572","global studies"
"iahperson_00000326","peter redfield","sh0000013","french guiana"
"iahperson_00000326","peter redfield","sh0000030","transnational experts"
"iahperson_00000326","peter redfield","sh0000103","african studies"
"iahperson_00000326","peter redfield","sh0000192","human rights"
"iahperson_00000326","peter redfield","sh0000264","ethics"
"iahperson_00000326","peter redfield","sh0000272","european studies"
"iahperson_00000326","peter redfield","sh0000313","colonialism"
"iahperson_00000326","peter redfield","sh0000370","medicine"
"iahperson_00000326","peter redfield","sh0000451","anthropology of science"
"iahperson_00000326","peter redfield","sh0000470","south africa"
"iahperson_00000326","peter redfield","sh0000491","technology"
"iahperson_00000326","peter redfield","sh0000501","uganda"
"iahperson_00000326","peter redfield","sh0000504","colonial history"
"iahperson_00000326","peter redfield","sh0000572","globalism"
"iahperson_00000326","peter redfield","sh0000572","global studies"
"iahperson_00000326","peter redfield","sh0000640","humanitarianism"
"iahperson_00000328","philip gura","sh0000054","american literature to 1900"
"iahperson_00000328","philip gura","sh0000063","american music"
"iahperson_00000328","philip gura","sh0000117","american literature"
"iahperson_00000328","philip gura","sh0000313","colonialism"
"iahperson_00000328","philip gura","sh0000440","religious studies"
"iahperson_00000328","philip gura","sh0000504","colonial america"
"iahperson_00000328","philip gura","sh0000506","american civil war"
"iahperson_00000328","philip gura","sh0000511","american religion"
"iahperson_00000328","philip gura","sh0000512","american studies"
"iahperson_00000330","pika ghosh ","sh0000018","india"
"iahperson_00000330","pika ghosh ","sh0000036","material culture"
"iahperson_00000330","pika ghosh ","sh0000131","architecture"
"iahperson_00000330","pika ghosh ","sh0000133","art"
"iahperson_00000330","pika ghosh ","sh0000249","18th century"
"iahperson_00000330","pika ghosh ","sh0000266","ethnogoraphy"
"iahperson_00000330","pika ghosh ","sh0000397","19th century"
"iahperson_00000330","pika ghosh ","sh0000400","oral history"
"iahperson_00000330","pika ghosh ","sh0000455","17th century"
"iahperson_00000330","pika ghosh ","sh0000472","south asia"
"iahperson_00000330","pika ghosh ","sh0000499","20th century"
"iahperson_00000330","pika ghosh ","sh0000500","21st century"
"iahperson_00000330","pika ghosh ","sh0000548","cultural studies"
"iahperson_00000331","rachel willis","sh0000245","economics"
"iahperson_00000331","rachel willis","sh0000512","american studies"
"iahperson_00000331","rachel willis","sh0000540","labor"
"iahperson_00000331","rachel willis","sh0000560","disability"
"iahperson_00000332","randall styers ","sh0000078","western history"
"iahperson_00000332","randall styers ","sh0000193","cultural history"
"iahperson_00000332","randall styers ","sh0000440","religious studies"
"iahperson_00000332","randall styers ","sh0000441","religion and politics"
"iahperson_00000332","randall styers ","sh0000486","supernaturalism"
"iahperson_00000332","randall styers ","sh0000512","american studies"
"iahperson_00000332","randall styers ","sh0000530","critical social theory"
"iahperson_00000332","randall styers ","sh0000683","gender"
"iahperson_00000334","rebecca walker","sh0000155","bioethics"
"iahperson_00000334","rebecca walker","sh0000303","health"
"iahperson_00000334","rebecca walker","sh0000309","human animal interaction"
"iahperson_00000334","rebecca walker","sh0000309","human-animal relations"
"iahperson_00000334","rebecca walker","sh0000369","health care"
"iahperson_00000334","rebecca walker","sh0000371","medical"
"iahperson_00000334","rebecca walker","sh0000406","philosophy"
"iahperson_00000335","reid barbour","sh0000019","england"
"iahperson_00000335","reid barbour","sh0000254","english"
"iahperson_00000335","reid barbour","sh0000257","english literature from 1485 to 1660 (including milton)"
"iahperson_00000336","renee alexander craft","sh0000081","digital humanities"
"iahperson_00000336","renee alexander craft","sh0000094","performance"
"iahperson_00000336","renee alexander craft","sh0000105","african american art"
"iahperson_00000336","renee alexander craft","sh0000110","african american studies"
"iahperson_00000336","renee alexander craft","sh0000307","history"
"iahperson_00000336","renee alexander craft","sh0000312","identity"
"iahperson_00000336","renee alexander craft","sh0000344","latin american studies"
"iahperson_00000336","renee alexander craft","sh0000388","cultural nationalism"
"iahperson_00000336","renee alexander craft","sh0000388","nationalism"
"iahperson_00000336","renee alexander craft","sh0000432","race"
"iahperson_00000336","renee alexander craft","sh0000440","religion"
"iahperson_00000336","renee alexander craft","sh0000456","sexuality"
"iahperson_00000336","renee alexander craft","sh0000461","class"
"iahperson_00000336","renee alexander craft","sh0000512","american studies"
"iahperson_00000336","renee alexander craft","sh0000545","diaspora"
"iahperson_00000336","renee alexander craft","sh0000570","language"
"iahperson_00000336","renee alexander craft","sh0000683","gender"
"iahperson_00000339","richard langston","sh0000042","literature"
"iahperson_00000339","richard langston","sh0000091","film"
"iahperson_00000339","richard langston","sh0000150","avant-garde studies"
"iahperson_00000339","richard langston","sh0000198","modernity"
"iahperson_00000339","richard langston","sh0000272","european studies"
"iahperson_00000339","richard langston","sh0000296","german"
"iahperson_00000339","richard langston","sh0000364","media"
"iahperson_00000339","richard langston","sh0000499","20th century"
"iahperson_00000339","richard langston","sh0000500","21st century"
"iahperson_00000339","richard langston","sh0000530","critical theory"
"iahperson_00000342","rick warner","sh0000055","american literature from 1900 to the present"
"iahperson_00000342","rick warner","sh0000091","film"
"iahperson_00000342","rick warner","sh0000101","aesthetics"
"iahperson_00000342","rick warner","sh0000359","comparative literature"
"iahperson_00000342","rick warner","sh0000406","philosophy"
"iahperson_00000342","rick warner","sh0000530","critical theory and cultural studies"
"iahperson_00000343","ritchie d. kendall","sh0000205","comedy"
"iahperson_00000343","ritchie d. kendall","sh0000245","economics"
"iahperson_00000343","ritchie d. kendall","sh0000257","english literature from 1485 to 1660 (including milton)"
"iahperson_00000343","ritchie d. kendall","sh0000314","inequality"
"iahperson_00000343","ritchie d. kendall","sh0000455","17th century"
"iahperson_00000343","ritchie d. kendall","sh0000457","16th century"
"iahperson_00000343","ritchie d. kendall","sh0000494","theater"
"iahperson_00000348","roberta (bobbi) owen","sh0000081","digital humanities"
"iahperson_00000348","roberta (bobbi) owen","sh0000220","costume history"
"iahperson_00000348","roberta (bobbi) owen","sh0000220","costume"
"iahperson_00000348","roberta (bobbi) owen","sh0000221","costume design"
"iahperson_00000348","roberta (bobbi) owen","sh0000494","theater"
"iahperson_00000348","roberta (bobbi) owen","sh0000687","traditional dress"
"iahperson_00000350","robin visser","sh0000042","literature"
"iahperson_00000350","robin visser","sh0000091","film"
"iahperson_00000350","robin visser","sh0000101","aesthetics"
"iahperson_00000350","robin visser","sh0000184","chinese"
"iahperson_00000350","robin visser","sh0000188","urban studies"
"iahperson_00000350","robin visser","sh0000241","east asia"
"iahperson_00000350","robin visser","sh0000310","environmental studies"
"iahperson_00000350","robin visser","sh0000359","comparative literature"
"iahperson_00000350","robin visser","sh0000514","urbanism"
"iahperson_00000350","robin visser","sh0000524","women's studies"
"iahperson_00000350","robin visser","sh0000683","gender"
"iahperson_00000350","robin visser","sh0000520","Visual communication"
"iahperson_00000350","robin visser","sh0000756","Human ecology--Study and teaching"
"iahperson_00000350","robin visser","sh0000711","Human ecology--History"
"iahperson_00000350","robin visser","sh0000101","Aesthetics"
"iahperson_00000351","rosa perelmuter","sh0000147","memoir"
"iahperson_00000351","rosa perelmuter","sh0000313","colonialism"
"iahperson_00000351","rosa perelmuter","sh0000344","latin american studies"
"iahperson_00000351","rosa perelmuter","sh0000477","spanish-amercian literature"
"iahperson_00000351","rosa perelmuter","sh0000478","spanish"
"iahperson_00000351","rosa perelmuter","sh0000512","american studies"
"iahperson_00000355","sabine gruffat","sh0000081","digital humanities"
"iahperson_00000355","sabine gruffat","sh0000133","fine art"
"iahperson_00000355","sabine gruffat","sh0000409","photography"
"iahperson_00000355","sabine gruffat","sh0000565","digital media"
"iahperson_00000359","sara smith","sh0000038","politics"
"iahperson_00000359","sara smith","sh0000163","biopolitics"
"iahperson_00000359","sara smith","sh0000278","feminism"
"iahperson_00000359","sara smith","sh0000295","political geography"
"iahperson_00000359","sara smith","sh0000295","territory"
"iahperson_00000359","sara smith","sh0000324","Intimacy"
"iahperson_00000359","sara smith","sh0000353","everyday life"
"iahperson_00000359","sara smith","sh0000432","race"
"iahperson_00000359","sara smith","sh0000547","bodies"
"iahperson_00000359","sara smith","sh0000605","territory"
"iahperson_00000359","sara smith","sh0000630","geopolitics "
"iahperson_00000361","sarah dempsey","sh0000278","feminism"
"iahperson_00000361","sarah dempsey","sh0000419","organization"
"iahperson_00000361","sarah dempsey","sh0000460","social change"
"iahperson_00000361","sarah dempsey","sh0000466","social theory"
"iahperson_00000361","sarah dempsey","sh0000524","women's studies"
"iahperson_00000361","sarah dempsey","sh0000540","labor"
"iahperson_00000361","sarah dempsey","sh0000572","global studies"
"iahperson_00000361","sarah dempsey","sh0000572","globalization"
"iahperson_00000361","sarah dempsey","sh0000609","voice"
"iahperson_00000363","sarah shields","sh0000244","economic history"
"iahperson_00000363","sarah shields","sh0000326","islamic studies"
"iahperson_00000363","sarah shields","sh0000350","league of nations"
"iahperson_00000363","sarah shields","sh0000395","middle east studies"
"iahperson_00000363","sarah shields","sh0000498","turkey"
"iahperson_00000364","scott kirsch","sh0000050","cultural geography"
"iahperson_00000364","scott kirsch","sh0000140","asian studies"
"iahperson_00000364","scott kirsch","sh0000173","cartography"
"iahperson_00000364","scott kirsch","sh0000294","historical geography"
"iahperson_00000364","scott kirsch","sh0000295","political geography"
"iahperson_00000364","scott kirsch","sh0000397","19th century"
"iahperson_00000364","scott kirsch","sh0000448","science"
"iahperson_00000364","scott kirsch","sh0000449","history of science"
"iahperson_00000364","scott kirsch","sh0000491","technology"
"iahperson_00000364","scott kirsch","sh0000499","20th century"
"iahperson_00000364","scott kirsch","sh0000510","american geopolitics"
"iahperson_00000364","scott kirsch","sh0000512","american studies"
"iahperson_00000364","scott kirsch","sh0000518","geographies of war and peace"
"iahperson_00000364","scott kirsch","sh0000626","geographies of war and peace"
"iahperson_00000368","sharon james","sh0000025","family"
"iahperson_00000368","sharon james","sh0000196","classics"
"iahperson_00000368","sharon james","sh0000262","epic"
"iahperson_00000368","sharon james","sh0000278","feminism"
"iahperson_00000368","sharon james","sh0000346","latin"
"iahperson_00000368","sharon james","sh0000347","latin poetry"
"iahperson_00000368","sharon james","sh0000357","literary theory"
"iahperson_00000368","sharon james","sh0000359","comparative literature"
"iahperson_00000368","sharon james","sh0000417","poetry"
"iahperson_00000368","sharon james","sh0000442","renaissance studies"
"iahperson_00000368","sharon james","sh0000467","social organization"
"iahperson_00000368","sharon james","sh0000524","women's studies"
"iahperson_00000368","sharon james","sh0000683","gender"
"iahperson_00000369","sherryl kleinman","sh0000432","race"
"iahperson_00000369","sherryl kleinman","sh0000461","class"
"iahperson_00000369","sherryl kleinman","sh0000465","social psychology"
"iahperson_00000369","sherryl kleinman","sh0000487","symbolic interaction"
"iahperson_00000369","sherryl kleinman","sh0000538","sociology of emotions"
"iahperson_00000369","sherryl kleinman","sh0000568","qualitative research"
"iahperson_00000369","sherryl kleinman","sh0000683","gender"
"iahperson_00000371","silvia tomaskova","sh0000038","politics"
"iahperson_00000371","silvia tomaskova","sh0000045","symbolic representation"
"iahperson_00000371","silvia tomaskova","sh0000130","archaeology"
"iahperson_00000371","silvia tomaskova","sh0000272","european studies"
"iahperson_00000371","silvia tomaskova","sh0000388","nationalism"
"iahperson_00000371","silvia tomaskova","sh0000481","stone tool analysis"
"iahperson_00000371","silvia tomaskova","sh0000524","women's studies"
"iahperson_00000371","silvia tomaskova","sh0000683","gender"
"iahperson_00000373","simon blackburn","sh0000341","philosophy of language"
"iahperson_00000373","simon blackburn","sh0000431","psychology"
"iahperson_00000373","simon blackburn","sh0000537","philosophy of mind"
"iahperson_00000373","simon blackburn","sh0000570","language"
"iahperson_00000374","stanislav shvabrin","sh0000047","national memory"
"iahperson_00000374","stanislav shvabrin","sh0000359","comparative literature"
"iahperson_00000374","stanislav shvabrin","sh0000416","poetics"
"iahperson_00000374","stanislav shvabrin","sh0000417","poetry"
"iahperson_00000374","stanislav shvabrin","sh0000496","translation studies"
"iahperson_00000374","stanislav shvabrin","sh0000529","memory"
"iahperson_00000374","stanislav shvabrin","sh0000552","russian studies"
"iahperson_00000376","stella (beth) grabowski","sh0000025","family"
"iahperson_00000376","stella (beth) grabowski","sh0000133","fine art"
"iahperson_00000376","stella (beth) grabowski","sh0000237","narrative"
"iahperson_00000376","stella (beth) grabowski","sh0000312","identity"
"iahperson_00000376","stella (beth) grabowski","sh0000323","personal relationships"
"iahperson_00000376","stella (beth) grabowski","sh0000467","social organization"
"iahperson_00000376","stella (beth) grabowski","sh0000524","women's studies"
"iahperson_00000376","stella (beth) grabowski","sh0000540","labor"
"iahperson_00000377","stephanie elizondo griest","sh0000147","memoir"
"iahperson_00000377","stephanie elizondo griest","sh0000224","creative non-fiction"
"iahperson_00000377","stephanie elizondo griest","sh0000224","creative writing"
"iahperson_00000377","stephanie elizondo griest","sh0000263","essays"
"iahperson_00000377","stephanie elizondo griest","sh0000542","travel writing"
"iahperson_00000377","stephanie elizondo griest","sh0000569","travel"
"iahperson_00000378","stephen anderson","sh0000215","composition"
"iahperson_00000378","stephen anderson","sh0000331","jazz"
"iahperson_00000378","stephen anderson","sh0000380","music"
"iahperson_00000378","stephen anderson","sh0000411","piano"
"iahperson_00000378","stephen anderson","sh0000412","jazz piano"
"iahperson_00000379","stephen birdsall","sh0000048","space"
"iahperson_00000379","stephen birdsall","sh0000123","place"
"iahperson_00000379","stephen birdsall","sh0000338","landscape"
"iahperson_00000379","stephen birdsall","sh0000529","memory"
"iahperson_00000380","stephen leonard","sh0000040","early modern studies"
"iahperson_00000380","stephen leonard","sh0000065","early modern political theory"
"iahperson_00000380","stephen leonard","sh0000096","european social theory"
"iahperson_00000380","stephen leonard","sh0000247","theories of political education"
"iahperson_00000380","stephen leonard","sh0000272","european studies"
"iahperson_00000380","stephen leonard","sh0000421","political thought"
"iahperson_00000380","stephen leonard","sh0000532","analytical political philosophy"
"iahperson_00000380","stephen leonard","sh0000661","history of political science"
"iahperson_00000381","steven rosefielde","sh0000245","economics"
"iahperson_00000381","steven rosefielde","sh0000272","european studies"
"iahperson_00000381","steven rosefielde","sh0000476","soviet studies"
"iahperson_00000381","steven rosefielde","sh0000512","american studies"
"iahperson_00000381","steven rosefielde","sh0000552","russian studies"
"iahperson_00000381","steven rosefielde","sh0000572","global studies"
"iahperson_00000385","sue goodman ","sh0000365","math"
"iahperson_00000386","susan bickford","sh0000066","ancient greek political thought"
"iahperson_00000386","susan bickford","sh0000189","citizenship"
"iahperson_00000386","susan bickford","sh0000233","democracy"
"iahperson_00000386","susan bickford","sh0000278","feminism"
"iahperson_00000386","susan bickford","sh0000300","greek history"
"iahperson_00000386","susan bickford","sh0000314","inequality"
"iahperson_00000386","susan bickford","sh0000421","political theory"
"iahperson_00000386","susan bickford","sh0000522","conflict"
"iahperson_00000386","susan bickford","sh0000524","women's studies"
"iahperson_00000386","susan bickford","sh0000539","feminist political theory"
"iahperson_00000387","susan harbage page","sh0000027","immigration"
"iahperson_00000387","susan harbage page","sh0000046","borderlands"
"iahperson_00000387","susan harbage page","sh0000139","visual artist"
"iahperson_00000387","susan harbage page","sh0000409","photography"
"iahperson_00000387","susan harbage page","sh0000432","race"
"iahperson_00000387","susan harbage page","sh0000683","gender"
"iahperson_00000388","susan klebanow","sh0000185","choir"
"iahperson_00000388","susan klebanow","sh0000185","choral"
"iahperson_00000395","terry mcintosh","sh0000040","early modern studies"
"iahperson_00000395","terry mcintosh","sh0000186","christianity"
"iahperson_00000395","terry mcintosh","sh0000244","economic history"
"iahperson_00000395","terry mcintosh","sh0000249","18th century"
"iahperson_00000395","terry mcintosh","sh0000312","identity"
"iahperson_00000395","terry mcintosh","sh0000440","religious studies"
"iahperson_00000395","terry mcintosh","sh0000440","religious history"
